symbol,entry_date,exit_date,entry_price,exit_price,return,exit_reason,group_id,highlight
AAPL,2019-01-04,2019-01-09,34.389,36.478,0.06074616883305706,take_profit,118,True
AVGO,2019-01-08,2019-01-15,19.931,21.291,0.06823541217199325,take_profit,119,True
AMD,2019-01-11,2019-01-18,19.47,20.77,0.0667693888032872,take_profit,119,True
QCOM,2019-01-23,2019-01-29,44.907,41.92,-0.06651524261251018,stop_loss,121,True
INTC,2019-01-25,2019-02-04,40.32,42.36,0.05059523809523814,take_profit,125,True
AMD,2019-01-29,2019-01-30,20.26,23.09,0.13968410661401776,take_profit,122,True
NVDA,2019-01-30,2019-01-31,3.339,3.564,0.06738544474393526,take_profit,123,True
NVDA,2019-01-31,2019-02-01,3.403,3.588,0.054363796650014784,take_profit,124,True
NVDA,2019-02-01,2019-02-06,3.583,3.793,0.058610103265420044,take_profit,125,True
AMD,2019-02-07,2019-02-22,22.99,24.36,0.05959112657677257,take_profit,127,True
NVDA,2019-02-08,2019-02-13,3.588,3.79,0.05629877369007796,take_profit,127,True
AMD,2019-02-28,2019-03-08,23.21,22.01,-0.05170185264971994,stop_loss,129,True
CRM,2019-03-07,2019-03-19,154.465,162.224,0.05023144401644375,take_profit,130,True
AMAT,2019-03-08,2019-03-12,34.426,36.173,0.05074652878638242,take_profit,130,True
AMD,2019-03-25,2019-03-27,26.29,24.89,-0.05325218714340052,stop_loss,,False
AMD,2019-03-27,2019-04-03,25.7,29.02,0.1291828793774319,take_profit,132,True
AMAT,2019-03-28,2019-04-01,36.37,38.435,0.05677756392631306,take_profit,132,True
AMD,2019-04-10,2019-05-28,27.46,29.05,0.05790240349599407,take_profit,134,True
IBM,2019-04-17,2019-05-31,98.479,92.119,-0.06458229673331373,stop_loss,135,True
AVGO,2019-05-28,2019-06-06,21.488,22.846,0.0631980640357408,take_profit,137,True
AMD,2019-05-31,2019-06-04,27.57,29.57,0.0725426187885383,take_profit,136,True
ADBE,2019-06-04,2019-06-07,263.27,278.16,0.05655790633190283,take_profit,137,True
CRM,2019-06-12,2019-07-11,149.537,157.246,0.051552458588844274,take_profit,140,True
AMAT,2019-06-14,2019-06-20,38.472,40.585,0.054923060927427825,take_profit,139,True
AVGO,2019-07-03,2019-07-23,23.988,25.432,0.06019676504919125,take_profit,140,True
AMD,2019-07-31,2019-08-01,32.08,29.86,-0.06920199501246882,stop_loss,142,True
NOW,2019-07-31,2019-08-02,281.71,265.86,-0.05626353342089374,stop_loss,143,True
AMD,2019-08-01,2019-08-05,30.5,27.99,-0.08229508196721314,stop_loss,144,True
ADBE,2019-08-02,2019-08-05,295.57,280.36,-0.05145989105795579,stop_loss,144,True
ADBE,2019-08-05,2019-10-02,285.04,266.66,-0.06448217793993827,stop_loss,149,True
AAPL,2019-08-05,2019-08-13,47.494,50.318,0.059460142333768395,take_profit,146,True
AMD,2019-08-13,2019-08-14,32.36,30.24,-0.06551297898640296,stop_loss,147,True
AMD,2019-08-14,2019-09-27,31.0,28.72,-0.07354838709677425,stop_loss,148,True
AMD,2019-09-30,2019-10-14,28.89,30.53,0.056767047421252936,take_profit,150,True
AMAT,2019-10-02,2019-10-14,46.58,49.005,0.05206097037355106,take_profit,150,True
NOW,2019-10-16,2019-10-18,258.93,243.0,-0.0615224191866528,stop_loss,152,True
IBM,2019-10-17,2020-01-22,99.083,106.855,0.07843928827346769,take_profit,156,True
NOW,2019-10-18,2019-10-21,253.97,240.9,-0.051462771193448,stop_loss,153,True
CRM,2019-10-21,2019-10-28,142.6,153.179,0.07418653576437584,take_profit,154,True
TXN,2019-10-28,2019-12-13,102.165,107.679,0.05397151666421962,take_profit,155,True
ORCL,2019-12-18,2020-02-12,48.72,51.4,0.05500821018062396,take_profit,157,True
ADI,2020-01-27,2020-02-19,103.303,111.629,0.08059785291811483,take_profit,158,True
CSCO,2020-02-13,2020-02-24,39.622,36.975,-0.06680631972136686,stop_loss,158,True
ACN,2020-02-24,2020-02-27,188.036,171.455,-0.08817992299346933,stop_loss,160,True
AAPL,2020-02-24,2020-02-27,71.963,66.215,-0.07987437988966539,stop_loss,160,True
ACN,2020-02-27,2020-02-28,176.752,166.075,-0.0604066714945235,stop_loss,162,True
AAPL,2020-02-27,2020-03-02,68.051,72.338,0.06299686999456289,take_profit,163,True
ACN,2020-02-28,2020-03-02,165.772,174.315,0.05153463793644297,take_profit,163,True
AAPL,2020-03-02,2020-03-04,68.336,73.289,0.07248009833762592,take_profit,165,True
ACN,2020-03-02,2020-03-09,167.372,150.92,-0.09829601128026211,stop_loss,166,True
IBM,2020-03-04,2020-03-09,98.734,88.401,-0.10465493143192817,stop_loss,166,True
AAPL,2020-03-09,2020-03-10,63.85,69.077,0.08186374314800315,take_profit,168,True
ACN,2020-03-09,2020-03-10,152.106,160.53,0.05538243067334636,take_profit,168,True
AAPL,2020-03-10,2020-03-12,67.092,60.093,-0.1043194419602933,stop_loss,170,True
ACN,2020-03-10,2020-03-12,157.33,140.27,-0.10843450073094774,stop_loss,170,True
AAPL,2020-03-12,2020-03-13,61.96,67.293,0.08607165913492576,take_profit,172,True
ACN,2020-03-12,2020-03-13,140.703,153.127,0.08829946767304175,take_profit,172,True
ACN,2020-03-13,2020-03-16,147.71,140.28,-0.050301265994177835,stop_loss,174,True
AAPL,2020-03-13,2020-03-16,64.126,58.636,-0.08561269999688115,stop_loss,174,True
ACN,2020-03-16,2020-03-17,136.371,145.034,0.06352523630390605,take_profit,176,True
AAPL,2020-03-16,2020-03-20,58.573,55.496,-0.052532736926570234,stop_loss,177,True
ACN,2020-03-17,2020-03-23,141.622,132.141,-0.06694581350355189,stop_loss,178,True
AAPL,2020-03-20,2020-03-23,59.839,54.317,-0.092280953892946,stop_loss,178,True
AAPL,2020-03-23,2020-03-24,55.215,59.766,0.08242325455039379,take_profit,180,True
ACN,2020-03-23,2020-03-24,136.114,144.243,0.05972199773719078,take_profit,180,True
ADI,2020-03-24,2020-03-25,81.334,85.483,0.05101187695182818,take_profit,182,True
AAPL,2020-03-24,2020-03-26,57.22,62.565,0.09341139461726677,take_profit,182,True
TXN,2020-03-26,2020-04-06,85.128,93.316,0.09618456911944362,take_profit,185,True
ADI,2020-03-27,2020-04-01,80.863,76.179,-0.057925132631735154,stop_loss,184,True
ACN,2020-04-01,2020-04-08,145.825,157.927,0.08298988513629357,take_profit,186,True
AMAT,2020-04-06,2020-04-07,42.586,45.169,0.06065373596956736,take_profit,186,True
AMAT,2020-04-21,2020-04-29,47.392,51.609,0.08898126266036455,take_profit,189,True
IBM,2020-04-21,2020-04-23,85.542,91.058,0.06448294405087562,take_profit,188,True
CRM,2020-04-23,2020-04-30,151.902,160.264,0.05504864978736301,take_profit,189,True
AMD,2020-04-30,2020-05-01,53.43,49.88,-0.06644207374134381,stop_loss,,False
AMAT,2020-05-01,2020-05-06,45.663,47.962,0.0503471081619693,take_profit,191,True
ADI,2020-05-01,2020-05-20,96.363,103.791,0.07708352791008988,take_profit,194,True
AMAT,2020-05-06,2020-05-08,47.477,51.105,0.07641594877519653,take_profit,192,True
ACN,2020-05-14,2020-05-18,165.079,178.058,0.0786229623392436,take_profit,193,True
ADP,2020-05-18,2020-05-27,120.595,128.927,0.06909075832331357,take_profit,194,True
AMD,2020-05-27,2020-06-09,53.27,56.39,0.05856955134221886,take_profit,197,True
NOW,2020-05-28,2020-06-02,370.0,392.9,0.061891891891891815,take_profit,196,True
NOW,2020-06-05,2020-06-09,370.0,388.83,0.050891891891891916,take_profit,197,True
IBM,2020-06-11,2020-06-23,95.838,90.804,-0.052526137857634714,stop_loss,199,True
ADP,2020-06-12,2020-07-29,132.22,122.916,-0.07036756920284382,stop_loss,201,True
IBM,2020-06-25,2020-07-15,88.788,93.534,0.05345316934720912,take_profit,200,True
ADBE,2020-07-15,2020-08-06,434.91,464.11,0.06714032788392998,take_profit,203,True
ADP,2020-07-29,2020-07-30,125.434,119.124,-0.05030533986000607,stop_loss,202,True
ADP,2020-07-30,2020-08-25,120.361,126.447,0.05056455164048157,take_profit,205,True
ADBE,2020-08-11,2020-08-18,440.26,463.51,0.05280970335710711,take_profit,204,True
CSCO,2020-08-18,2020-09-08,36.02,34.199,-0.05055524708495296,stop_loss,206,True
AAPL,2020-09-03,2020-09-08,123.448,109.742,-0.11102650508716216,stop_loss,206,True
AAPL,2020-09-08,2020-09-18,110.841,103.925,-0.062395683907579325,stop_loss,208,True
ACN,2020-09-08,2020-09-24,214.22,198.802,-0.07197273830641404,stop_loss,209,True
AAPL,2020-09-21,2020-09-22,101.688,108.76,0.06954606246558104,take_profit,209,True
ACN,2020-09-24,2020-10-12,202.927,214.631,0.05767591301305397,take_profit,212,True
AAPL,2020-09-24,2020-09-25,102.301,109.217,0.06760442224416185,take_profit,211,True
CSCO,2020-09-25,2020-10-07,32.284,33.997,0.053060339487052355,take_profit,212,True
IBM,2020-10-15,2020-10-20,95.59,90.421,-0.05407469400564913,stop_loss,,False
IBM,2020-10-21,2020-10-27,89.874,85.174,-0.052295435832387493,stop_loss,214,True
INTC,2020-10-23,2020-10-27,43.394,40.962,-0.05604461446282882,stop_loss,214,True
INTC,2020-10-27,2020-11-30,41.267,43.71,0.0591998449123996,take_profit,217,True
ACN,2020-10-27,2020-11-05,205.36,217.796,0.06055707051032333,take_profit,216,True
ADBE,2020-11-10,2020-12-07,466.72,492.25,0.054700891326705525,take_profit,219,True
CRM,2020-11-30,2020-12-02,242.925,218.482,-0.10061953277760627,stop_loss,218,True
CRM,2020-12-02,2021-01-15,223.133,210.921,-0.05472969036404307,stop_loss,221,True
NVDA,2020-12-10,2021-01-11,12.834,13.584,0.05843852267414684,take_profit,220,True
ADP,2021-01-13,2021-02-04,146.974,154.74,0.052839277695374776,take_profit,223,True
AMD,2021-01-15,2021-01-29,90.75,85.64,-0.05630853994490359,stop_loss,222,True
AAPL,2021-01-29,2021-02-22,132.352,122.957,-0.07098494922630572,stop_loss,224,True
QCOM,2021-02-04,2021-02-22,135.535,125.86,-0.071383775408566,stop_loss,224,True
AAPL,2021-02-22,2021-02-25,124.919,118.068,-0.05484353861302127,stop_loss,226,True
ADBE,2021-02-22,2021-03-04,470.48,439.06,-0.06678286005781331,stop_loss,228,True
NVDA,2021-02-25,2021-03-03,14.007,12.77,-0.0883129863639609,stop_loss,227,True
CRM,2021-03-03,2021-04-08,210.615,222.114,0.054597250908055006,take_profit,230,True
ADI,2021-03-04,2021-03-26,137.784,145.099,0.05309034430703119,take_profit,229,True
INTC,2021-03-26,2021-04-05,56.208,60.519,0.07669726729291204,take_profit,230,True
INTC,2021-04-15,2021-04-23,58.182,53.88,-0.07394039393626894,stop_loss,232,True
AVGO,2021-04-20,2021-05-10,41.786,39.614,-0.0519791317666205,stop_loss,233,True
INTC,2021-04-23,2021-05-11,53.807,50.368,-0.06391361718735478,stop_loss,233,True
ADI,2021-05-11,2021-05-20,136.999,147.278,0.07502974474266244,take_profit,235,True
AAPL,2021-05-11,2021-06-14,120.722,127.545,0.05651828167194051,take_profit,235,True
ORCL,2021-06-16,2021-07-06,73.466,78.261,0.06526828737102885,take_profit,237,True
AMAT,2021-06-21,2021-06-24,126.339,133.148,0.053894680185849086,take_profit,237,True
IBM,2021-07-07,2021-10-04,111.127,116.74,0.05050977710187432,take_profit,243,True
ADI,2021-07-08,2021-08-04,150.535,160.06,0.06327432158634205,take_profit,239,True
AMD,2021-08-06,2021-08-18,110.55,103.44,-0.06431478968792403,stop_loss,240,True
AMD,2021-08-19,2021-08-23,103.32,108.77,0.052748741773132046,take_profit,241,True
AMAT,2021-09-20,2021-09-29,131.751,123.753,-0.060705421590728004,stop_loss,242,True
ADBE,2021-09-29,2021-10-18,585.45,622.83,0.06384832180374067,take_profit,244,True
ADI,2021-10-04,2021-10-19,155.297,164.508,0.059312156706182506,take_profit,244,True
IBM,2021-10-21,2021-10-27,108.153,101.397,-0.06246706055310536,stop_loss,246,True
INTC,2021-10-22,2021-12-07,46.412,48.757,0.05052572610531758,take_profit,247,True
IBM,2021-10-27,2021-12-17,103.236,109.392,0.059630361501801676,take_profit,250,True
AMD,2021-12-07,2021-12-13,143.9,133.8,-0.07018763029881858,stop_loss,248,True
NVDA,2021-12-13,2021-12-14,30.192,28.284,-0.06319554848966613,stop_loss,249,True
ADI,2021-12-14,2022-01-18,165.438,155.667,-0.05906140064555898,stop_loss,252,True
AAPL,2021-12-17,2021-12-27,166.6,176.796,0.06120048019207691,take_profit,251,True
ORCL,2021-12-27,2022-01-19,85.104,79.402,-0.06700037601052833,stop_loss,253,True
ACN,2022-01-18,2022-01-26,329.345,311.66,-0.053697490473515574,stop_loss,255,True
AMAT,2022-01-19,2022-01-20,149.232,134.467,-0.09893990565026256,stop_loss,254,True
ADI,2022-01-20,2022-01-27,153.162,144.532,-0.05634556874420549,stop_loss,256,True
ADP,2022-01-26,2022-03-22,189.971,199.949,0.05252380626516673,take_profit,266,True
AMD,2022-01-27,2022-01-28,111.96,105.24,-0.060021436227224,stop_loss,257,True
AMAT,2022-01-28,2022-01-31,125.238,133.529,0.06620195148437369,take_profit,258,True
AMD,2022-01-31,2022-02-01,107.93,116.78,0.08199759103122384,take_profit,259,True
INTC,2022-02-01,2022-02-18,45.242,42.091,-0.06964767251668791,stop_loss,260,True
AMD,2022-02-18,2022-02-25,113.9,121.06,0.06286215978928889,take_profit,261,True
AMD,2022-03-02,2022-03-04,115.47,108.41,-0.061141422014376,stop_loss,262,True
AMAT,2022-03-04,2022-03-07,124.283,115.415,-0.07135328242800698,stop_loss,263,True
AMD,2022-03-07,2022-03-14,108.53,102.25,-0.05786418501796742,stop_loss,264,True
AAPL,2022-03-14,2022-03-16,148.671,156.662,0.05374955438518625,take_profit,265,True
NOW,2022-03-16,2022-03-17,528.51,566.68,0.07222190687025787,take_profit,266,True
ADBE,2022-03-23,2022-03-29,437.51,466.33,0.06587278005074171,take_profit,,False
QCOM,2022-03-31,2022-04-06,141.11,128.549,-0.08901566154064211,stop_loss,270,True
AMD,2022-03-31,2022-04-01,116.31,108.19,-0.06981342962771908,stop_loss,268,True
AMAT,2022-04-01,2022-04-05,128.639,117.826,-0.0840569345221901,stop_loss,269,True
AMAT,2022-04-05,2022-04-06,124.67,115.522,-0.07337771717333763,stop_loss,270,True
AMAT,2022-04-06,2022-04-22,115.212,109.2,-0.05218206436829498,stop_loss,272,True
ADI,2022-04-06,2022-05-27,147.896,158.146,0.06930545788932774,take_profit,277,True
AMD,2022-04-22,2022-04-26,90.03,85.16,-0.05409308008441638,stop_loss,273,True
ADBE,2022-04-26,2022-05-09,410.17,376.91,-0.08108832922934395,stop_loss,274,True
AAPL,2022-05-09,2022-05-11,152.311,144.023,-0.05441497987669974,stop_loss,275,True
AAPL,2022-05-11,2022-05-12,150.905,140.15,-0.07127000430734565,stop_loss,276,True
AAPL,2022-05-12,2022-06-02,140.356,148.654,0.05912109208013905,take_profit,277,True
INTU,2022-06-07,2022-06-10,395.502,373.099,-0.05664446703177228,stop_loss,279,True
NVDA,2022-06-07,2022-06-10,18.44,16.949,-0.08085683297180046,stop_loss,279,True
AAPL,2022-06-10,2022-06-13,137.908,129.65,-0.05988050004350709,stop_loss,281,True
ACN,2022-06-10,2022-06-14,275.633,260.69,-0.05421339244575207,stop_loss,282,True
AAPL,2022-06-13,2022-06-24,130.624,139.265,0.06615170259676617,take_profit,283,True
ACN,2022-06-14,2022-06-24,260.245,283.668,0.09000365040634795,take_profit,283,True
ADBE,2022-06-29,2022-07-07,367.94,390.89,0.062374300157634455,take_profit,285,True
ACN,2022-06-29,2022-07-27,263.817,282.928,0.07244036585966773,take_profit,288,True
NOW,2022-07-12,2022-07-13,461.25,422.77,-0.08342547425474256,stop_loss,286,True
ADBE,2022-07-13,2022-07-19,368.2,387.83,0.05331341662140132,take_profit,287,True
IBM,2022-07-19,2022-08-16,115.729,121.622,0.05092068539432648,take_profit,290,True
ADBE,2022-07-27,2022-07-29,385.08,410.12,0.06502544925729725,take_profit,289,True
INTC,2022-07-29,2022-08-26,33.532,31.74,-0.053441488727185904,stop_loss,292,True
NOW,2022-08-17,2022-08-22,489.0,459.71,-0.05989775051124746,stop_loss,291,True
ADBE,2022-08-22,2022-08-26,419.41,381.02,-0.091533344460075,stop_loss,292,True
CRM,2022-08-26,2022-08-29,172.149,158.542,-0.079041992692377,stop_loss,,False
AAPL,2022-08-29,2022-09-15,158.646,150.002,-0.05448608852413539,stop_loss,294,True
ADBE,2022-08-29,2022-09-15,380.09,309.13,-0.186692625430819,stop_loss,294,True
AAPL,2022-09-15,2022-09-29,152.247,140.266,-0.07869448987500594,stop_loss,297,True
ACN,2022-09-15,2022-09-22,263.624,249.446,-0.05378114283980229,stop_loss,296,True
ADBE,2022-09-22,2022-10-05,282.0,297.38,0.0545390070921985,take_profit,298,True
